timestamp,rack_zone,cpu_load_pct,power_draw_kw,ambient_temp_c,inlet_temp_c,outlet_temp_c,humidity_pct,fan_speed_pct,cooling_efficiency_pct,pue,anomaly_flag,anomaly_type
2026-01-01 06:30:00,B1,48.58,17.21,23.67,23.43,33.07,52.14,44.78,90.57,1.368,0,normal
2026-01-01 06:45:00,B2,52.57,18.85,25.03,24.01,34.19,48.06,45.98,86.82,1.39,0,normal
2026-01-01 07:00:00,A1,50.56,18.36,22.95,23.18,32.93,54.19,45.67,87.99,1.383,0,normal
2026-01-01 07:15:00,A2,51.63,17.97,24.19,23.58,33.45,48.59,46.72,87.42,1.365,0,normal
2026-01-01 07:30:00,B1,51.22,17.65,23.29,23.55,34.11,53.1,48.43,89.3,1.38,0,normal
2026-01-01 07:45:00,B2,57.44,19.81,22.89,23.62,33.53,49.83,47.63,89.94,1.391,0,normal
2026-01-01 08:00:00,A1,53.31,18.68,24.7,23.61,34.08,52.29,47.98,88.76,1.402,0,normal
2026-01-01 08:15:00,A2,51.17,18.13,24.73,24.0,34.05,51.89,47.07,84.72,1.376,0,normal
2026-01-01 08:30:00,B1,56.06,19.39,24.59,23.29,33.36,50.03,48.83,89.47,1.391,0,normal
2026-01-01 08:45:00,B2,51.56,18.22,24.82,24.11,33.7,49.91,47.32,86.16,1.387,0,normal
2026-01-01 09:00:00,A1,55.4,18.72,26.86,24.48,34.29,49.43,46.9,86.4,1.392,0,normal
2026-01-01 09:15:00,A2,50.64,17.99,24.96,23.93,33.66,43.79,44.87,89.03,1.376,0,normal
2026-01-01 09:30:00,B1,52.61,18.81,25.52,23.88,33.95,48.22,47.75,88.16,1.381,0,normal
2026-01-01 09:45:00,B2,56.75,18.04,24.93,24.32,34.9,45.25,51.31,89.52,1.393,0,normal
2026-01-01 10:00:00,A1,58.55,19.17,25.59,24.88,35.19,47.84,48.79,86.48,1.427,0,normal
2026-01-01 10:15:00,A2,57.71,19.76,25.36,25.07,35.36,44.73,47.7,86.0,1.397,0,normal
2026-01-01 10:30:00,B1,57.55,18.88,25.34,23.98,34.33,44.43,47.89,87.2,1.405,0,normal
2026-01-01 10:45:00,B2,57.65,19.99,26.75,25.41,35.98,50.37,48.23,89.19,1.404,0,normal
2026-01-01 11:00:00,A1,55.38,19.53,26.44,24.86,35.38,49.02,47.11,88.91,1.394,0,normal
2026-01-01 11:15:00,A2,57.76,19.18,25.88,24.58,34.41,46.51,45.74,87.77,1.4,0,normal
2026-01-01 11:30:00,B1,58.94,18.97,24.47,24.54,34.87,46.79,48.61,90.17,1.408,0,normal
2026-01-01 11:45:00,B2,63.13,19.91,25.68,24.9,36.05,45.72,50.84,89.08,1.408,0,normal
2026-01-01 12:00:00,A1,61.95,21.28,27.55,25.88,35.95,47.42,48.36,88.16,1.412,0,normal
2026-01-01 12:15:00,A2,57.41,19.99,25.82,24.35,34.75,44.61,46.74,85.55,1.396,0,normal
2026-01-01 12:30:00,B1,62.91,20.18,26.64,25.12,35.69,48.23,48.34,88.24,1.398,0,normal
2026-01-01 12:45:00,B2,61.66,19.68,26.86,25.68,36.03,45.45,47.49,86.57,1.427,0,normal
2026-01-01 13:00:00,A1,61.38,19.87,26.13,25.57,36.78,45.08,48.3,86.42,1.401,0,normal
2026-01-01 13:15:00,A2,64.84,20.4,25.49,25.0,35.76,46.06,50.33,85.62,1.433,0,normal
2026-01-01 13:30:00,B1,66.16,19.83,24.52,23.75,35.16,44.74,47.23,86.6,1.413,0,normal
2026-01-01 13:45:00,B2,66.17,20.65,26.37,25.36,36.17,46.82,51.01,85.37,1.439,0,normal
2026-01-01 14:00:00,A1,62.11,20.45,25.44,24.85,35.64,44.99,48.51,87.49,1.403,0,normal
2026-01-01 14:15:00,A2,63.5,19.33,26.0,25.05,35.49,47.3,48.46,86.59,1.4,0,normal
2026-01-01 14:30:00,B1,65.08,20.66,25.1,25.0,35.53,49.06,51.65,87.31,1.426,0,normal
2026-01-01 14:45:00,B2,66.59,21.21,25.63,25.01,36.0,44.93,49.75,87.61,1.407,0,normal
2026-01-01 15:00:00,A1,62.97,19.77,25.75,25.3,36.12,46.38,49.53,86.49,1.428,0,normal
2026-01-01 15:15:00,A2,63.47,20.88,25.82,24.65,35.57,47.86,53.08,85.61,1.419,0,normal
2026-01-01 15:30:00,B1,60.97,19.29,24.92,25.0,35.7,46.07,47.89,83.83,1.424,0,normal
2026-01-01 15:45:00,B2,60.37,19.86,26.22,25.57,35.55,48.26,53.63,88.61,1.392,0,normal
2026-01-01 16:00:00,A1,64.73,20.09,25.06,24.53,34.94,48.69,49.64,87.1,1.424,0,normal
2026-01-01 16:15:00,A2,65.48,20.12,24.31,24.29,35.4,50.09,47.91,86.72,1.396,0,normal
2026-01-01 16:30:00,B1,61.42,19.43,25.15,24.83,34.61,46.62,48.67,89.45,1.368,0,normal
2026-01-01 16:45:00,B2,63.29,20.32,25.13,24.37,35.15,46.15,50.14,84.8,1.421,0,normal
2026-01-01 17:00:00,A1,60.97,20.01,25.1,24.46,34.97,47.82,52.3,87.5,1.403,0,normal
2026-01-01 17:15:00,A2,57.7,19.15,25.7,25.05,35.78,46.66,50.99,85.93,1.414,0,normal
2026-01-01 17:30:00,B1,59.2,18.67,24.62,24.61,35.23,50.33,49.39,88.9,1.399,0,normal
2026-01-01 17:45:00,B2,61.05,19.76,24.57,25.13,35.42,46.84,52.8,83.5,1.401,0,normal
2026-01-01 18:00:00,A1,56.26,18.91,23.86,23.94,33.97,54.84,44.0,89.69,1.412,0,normal
2026-01-01 18:15:00,A2,59.05,19.2,24.88,24.22,34.47,52.88,49.5,89.05,1.4,0,normal
2026-01-01 18:30:00,B1,47.92,18.29,24.37,23.59,33.72,50.38,46.74,87.47,1.369,0,normal
2026-01-01 18:45:00,B2,55.08,17.84,23.88,23.77,33.1,52.58,48.46,88.5,1.386,0,normal
2026-01-01 19:00:00,A1,52.21,16.96,22.86,23.21,33.38,47.4,43.19,87.32,1.38,0,normal
2026-01-01 19:15:00,A2,50.17,17.53,24.74,23.84,33.5,56.88,44.49,89.55,1.339,0,normal
2026-01-01 19:30:00,B1,50.01,17.94,23.0,22.86,32.93,50.35,45.63,90.65,1.382,0,normal
2026-01-01 19:45:00,B2,43.94,16.21,23.26,23.01,32.85,51.71,47.23,88.04,1.385,0,normal
2026-01-01 20:00:00,A1,47.13,16.8,23.7,22.78,31.97,48.21,49.53,87.04,1.371,0,normal
2026-01-01 20:15:00,A2,47.49,17.6,22.64,22.64,32.43,53.68,43.84,91.53,1.362,0,normal
2026-01-01 20:30:00,B1,49.22,17.62,22.34,22.84,32.86,50.48,42.93,92.91,1.376,0,normal
2026-01-01 20:45:00,B2,43.51,16.61,21.84,21.56,31.27,53.44,45.46,91.1,1.384,0,normal
2026-01-01 21:00:00,A1,41.96,16.74,23.43,23.13,32.68,52.3,50.18,91.07,1.369,0,normal
2026-01-01 21:15:00,A2,41.91,16.08,22.56,21.81,30.92,51.41,45.92,89.65,1.361,0,normal
2026-01-01 21:30:00,B1,44.6,16.77,24.54,23.68,32.98,52.27,43.74,89.81,1.365,0,normal
2026-01-01 21:45:00,B2,42.56,16.68,22.08,21.93,31.01,54.79,50.01,90.91,1.341,0,normal
2026-01-01 22:00:00,A1,39.95,15.29,22.03,22.07,31.79,51.72,44.75,90.27,1.352,0,normal
2026-01-01 22:15:00,A2,41.99,15.27,22.16,22.56,32.11,53.11,42.29,92.76,1.357,0,normal
2026-01-01 22:30:00,B1,40.61,15.87,22.56,23.22,32.73,56.43,48.44,90.72,1.326,0,normal
2026-01-01 22:45:00,B2,42.41,16.71,22.05,22.41,31.34,60.88,42.1,90.85,1.346,0,normal
2026-01-01 23:00:00,A1,38.19,15.8,22.64,21.64,31.04,56.38,41.18,90.39,1.369,0,normal
2026-01-01 23:15:00,A2,38.97,16.07,21.62,22.33,32.03,53.47,44.8,90.7,1.345,0,normal
2026-01-01 23:30:00,B1,38.77,14.72,21.32,21.79,30.49,54.81,42.73,93.09,1.31,0,normal
2026-01-01 23:45:00,B2,36.25,15.32,21.03,21.63,30.73,55.8,42.2,91.53,1.365,0,normal
2026-01-02 00:00:00,A1,40.59,16.14,20.73,21.95,30.85,55.06,43.38,91.11,1.334,0,normal
2026-01-02 00:15:00,A2,40.69,15.37,21.73,21.36,30.73,57.89,45.35,90.91,1.345,0,normal
2026-01-02 00:30:00,B1,40.33,16.32,21.84,22.16,31.32,56.44,38.27,89.94,1.368,0,normal
2026-01-02 00:45:00,B2,40.07,15.82,21.63,21.92,31.57,57.99,43.78,88.14,1.339,0,normal
2026-01-02 01:00:00,A1,37.6,16.99,22.75,22.77,32.22,55.31,42.57,93.55,1.321,0,normal
2026-01-02 01:15:00,A2,40.41,15.07,22.74,22.76,32.8,58.91,42.17,92.31,1.359,0,normal
2026-01-02 01:30:00,B1,41.05,16.66,21.82,21.62,31.15,55.59,41.51,92.76,1.365,0,normal
2026-01-02 01:45:00,B2,40.43,15.67,20.96,22.27,31.93,53.77,37.69,88.85,1.341,0,normal
2026-01-02 02:00:00,A1,42.49,15.54,21.73,22.4,31.8,60.62,42.27,92.96,1.353,0,normal
2026-01-02 02:15:00,A2,44.38,16.33,21.75,21.82,31.1,51.72,46.88,93.67,1.341,0,normal
2026-01-02 02:30:00,B1,48.49,17.35,21.76,22.64,32.89,53.99,47.34,91.52,1.351,0,normal
2026-01-02 02:45:00,B2,44.93,17.13,21.79,22.78,33.02,54.1,44.41,93.02,1.355,0,normal
2026-01-02 03:00:00,A1,45.69,17.57,21.88,22.07,32.14,60.85,41.4,91.38,1.371,0,normal
2026-01-02 03:15:00,A2,45.45,17.42,22.11,23.05,32.87,59.13,46.94,88.4,1.364,0,normal
2026-01-02 03:30:00,B1,41.57,15.72,22.03,21.78,30.97,58.25,46.27,91.32,1.37,0,normal
2026-01-02 03:45:00,B2,46.64,17.55,22.62,22.56,32.85,54.03,47.33,87.83,1.391,0,normal
2026-01-02 04:00:00,A1,47.37,17.35,22.8,22.62,32.72,59.87,43.12,88.46,1.382,0,normal
2026-01-02 04:15:00,A2,53.63,17.8,22.13,23.55,34.54,55.11,45.38,89.5,1.353,0,normal
2026-01-02 04:30:00,B1,47.74,17.23,23.55,23.08,32.5,56.19,49.3,89.66,1.368,0,normal
2026-01-02 04:45:00,B2,49.38,17.12,22.3,22.47,32.78,54.17,42.93,90.24,1.383,0,normal
2026-01-02 05:00:00,A1,49.01,17.36,22.03,22.91,33.08,53.39,46.87,86.29,1.367,0,normal
2026-01-02 05:15:00,A2,46.71,16.81,23.34,23.34,33.04,52.66,41.71,89.22,1.345,0,normal
2026-01-02 05:30:00,B1,52.65,17.55,22.74,23.48,34.15,52.45,46.36,89.91,1.37,0,normal
2026-01-02 05:45:00,B2,52.1,18.24,23.55,23.42,33.69,53.95,48.14,90.15,1.346,0,normal
2026-01-02 06:00:00,A1,52.55,18.2,22.04,23.06,32.81,53.1,46.64,90.55,1.371,0,normal
2026-01-02 06:15:00,A2,48.82,17.52,24.45,23.43,33.32,51.91,47.29,89.46,1.368,0,normal
2026-01-02 06:30:00,B1,54.71,19.13,24.14,24.48,34.34,54.97,45.48,87.68,1.382,0,normal
2026-01-02 06:45:00,B2,48.31,17.23,22.97,23.47,33.2,44.8,44.25,90.29,1.389,0,normal
2026-01-02 07:00:00,A1,53.41,18.04,23.11,23.81,34.26,52.12,48.47,88.21,1.361,0,normal
2026-01-02 07:15:00,A2,57.58,19.39,25.13,24.72,35.5,52.25,50.51,89.42,1.386,0,normal
2026-01-02 07:30:00,B1,50.28,17.7,23.82,23.69,33.79,52.87,47.13,89.74,1.361,0,normal
2026-01-02 07:45:00,B2,51.64,18.03,23.89,23.18,32.96,49.88,48.67,88.68,1.397,0,normal
2026-01-02 08:00:00,A1,53.59,17.08,23.16,23.68,34.01,50.16,43.72,87.33,1.398,0,normal
2026-01-02 08:15:00,A2,52.5,18.2,24.43,23.91,34.33,51.56,46.26,90.58,1.39,0,normal
2026-01-02 08:30:00,B1,50.37,17.05,24.63,24.26,33.49,52.37,51.07,89.78,1.386,0,normal
2026-01-02 08:45:00,B2,54.65,18.09,25.31,24.62,34.9,48.13,51.08,91.9,1.374,0,normal
2026-01-02 09:00:00,A1,52.35,17.53,24.16,23.95,34.0,49.09,48.68,89.59,1.386,0,normal
2026-01-02 09:15:00,A2,56.48,18.33,24.2,23.43,34.14,51.92,47.49,89.24,1.374,0,normal
2026-01-02 09:30:00,B1,53.59,18.25,25.49,24.31,34.64,43.28,50.08,85.56,1.392,0,normal
2026-01-02 09:45:00,B2,60.0,19.35,25.92,24.7,35.39,46.19,50.43,87.9,1.399,0,normal
2026-01-02 10:00:00,A1,54.9,18.88,24.47,24.12,34.17,50.69,44.62,87.7,1.38,0,normal
2026-01-02 10:15:00,A2,56.52,19.14,26.15,24.62,34.95,49.64,50.86,89.19,1.4,0,normal
2026-01-02 10:30:00,B1,59.78,18.64,25.61,24.66,35.53,48.18,47.51,88.03,1.413,0,normal
2026-01-02 10:45:00,B2,55.42,18.92,26.32,24.93,35.17,45.86,50.31,89.57,1.425,0,normal
2026-01-02 11:00:00,A1,59.47,19.6,25.69,24.62,35.16,44.73,45.76,91.29,1.411,0,normal
2026-01-02 11:15:00,A2,62.62,19.65,24.28,24.47,34.48,45.21,53.42,85.95,1.436,0,normal
2026-01-02 11:30:00,B1,56.18,18.91,25.76,24.07,34.35,49.79,47.6,89.54,1.4,0,normal
2026-01-02 11:45:00,B2,61.03,19.89,26.53,24.89,34.64,44.88,47.41,88.31,1.436,0,normal
2026-01-02 12:00:00,A1,61.75,20.13,25.4,25.02,35.41,46.39,48.59,90.81,1.412,0,normal
2026-01-02 12:15:00,A2,63.52,19.4,25.73,24.6,35.3,44.44,49.45,88.23,1.414,0,normal
2026-01-02 12:30:00,B1,59.16,19.32,25.88,25.26,36.02,47.9,49.68,88.53,1.4,0,normal
2026-01-02 12:45:00,B2,59.42,19.96,24.26,24.56,34.63,44.83,52.17,89.31,1.401,0,normal
2026-01-02 13:00:00,A1,64.25,21.02,27.0,25.46,36.32,45.79,51.11,88.25,1.423,0,normal
2026-01-02 13:15:00,A2,64.08,20.55,25.45,26.01,37.3,42.31,46.53,89.57,1.389,0,normal
2026-01-02 13:30:00,B1,64.28,20.54,26.29,25.72,36.18,42.49,48.44,85.27,1.424,0,normal
2026-01-02 13:45:00,B2,64.77,21.08,25.91,24.84,34.96,46.11,56.7,86.06,1.391,0,normal
2026-01-02 14:00:00,A1,62.49,20.92,26.69,25.59,36.33,43.26,50.96,89.99,1.423,0,normal
2026-01-02 14:15:00,A2,64.8,20.31,26.14,25.28,35.55,50.9,53.05,83.19,1.423,0,normal
2026-01-02 14:30:00,B1,64.99,19.91,25.71,24.84,35.26,41.85,50.0,86.63,1.434,0,normal
2026-01-02 14:45:00,B2,62.53,19.77,25.26,24.42,35.41,44.76,47.64,87.45,1.393,0,normal
2026-01-02 15:00:00,A1,68.6,22.38,26.21,25.86,37.55,46.71,51.14,85.92,1.406,0,normal
2026-01-02 15:15:00,A2,65.06,19.51,24.54,24.46,34.81,46.04,50.72,89.88,1.424,0,normal
2026-01-02 15:30:00,B1,60.77,19.49,25.97,24.92,35.16,44.6,48.8,88.09,1.39,0,normal
2026-01-02 15:45:00,B2,64.82,19.58,24.84,24.45,35.01,45.13,54.59,86.3,1.391,0,normal
2026-01-02 16:00:00,A1,60.44,19.73,26.17,24.75,35.05,45.29,48.26,86.09,1.409,0,normal
2026-01-02 16:15:00,A2,64.12,19.63,25.42,24.9,36.38,47.07,48.22,87.46,1.409,0,normal
2026-01-02 16:30:00,B1,64.37,20.18,25.6,25.17,35.67,52.25,52.56,88.98,1.413,0,normal
2026-01-02 16:45:00,B2,58.91,18.43,25.16,23.63,33.92,48.39,50.55,87.88,1.407,0,normal
2026-01-02 17:00:00,A1,62.41,20.0,23.95,24.29,35.56,51.1,49.8,87.24,1.409,0,normal
2026-01-02 17:15:00,A2,60.24,19.97,24.37,24.05,34.8,49.9,47.76,86.4,1.397,0,normal
2026-01-02 17:30:00,B1,60.3,19.36,25.17,25.11,36.02,51.54,45.66,88.14,1.403,0,normal
2026-01-02 17:45:00,B2,61.91,19.67,24.74,25.59,35.82,43.23,53.22,87.94,1.402,0,normal
2026-01-02 18:00:00,A1,55.76,18.73,25.23,24.25,34.32,49.04,50.15,86.7,1.394,0,normal
2026-01-02 18:15:00,A2,53.49,18.45,24.63,23.41,33.16,52.9,46.18,90.25,1.367,0,normal
2026-01-02 18:30:00,B1,52.08,18.02,23.68,23.6,34.03,49.09,47.11,91.85,1.392,0,normal
2026-01-02 18:45:00,B2,51.15,18.23,23.65,23.43,33.97,54.55,46.15,88.99,1.395,0,normal
2026-01-02 19:00:00,A1,51.81,18.59,24.06,24.38,34.23,54.26,51.05,89.27,1.391,0,normal
2026-01-02 19:15:00,A2,51.71,17.46,22.48,23.67,33.61,50.29,44.66,87.1,1.384,0,normal
2026-01-02 19:30:00,B1,50.45,17.76,24.74,24.17,34.07,50.55,45.66,90.07,1.367,0,normal
2026-01-02 19:45:00,B2,50.69,18.24,23.87,23.35,32.76,49.75,44.92,89.74,1.358,0,normal
2026-01-02 20:00:00,A1,47.68,16.76,24.22,23.74,33.36,50.91,46.79,88.6,1.388,0,normal
2026-01-02 20:15:00,A2,50.13,16.68,22.41,23.06,33.37,49.9,46.29,87.96,1.372,0,normal
2026-01-02 20:30:00,B1,45.03,17.05,23.98,23.34,32.74,53.86,45.69,92.89,1.372,0,normal
2026-01-02 20:45:00,B2,51.28,18.22,24.45,23.26,33.37,50.01,44.63,89.4,1.386,0,normal
2026-01-02 21:00:00,A1,45.4,16.46,22.21,22.97,32.22,54.83,48.34,88.25,1.366,0,normal
2026-01-02 21:15:00,A2,41.06,15.97,23.35,22.81,32.31,55.16,43.0,91.72,1.369,0,normal
2026-01-02 21:30:00,B1,39.84,15.63,22.78,22.45,31.72,50.39,46.09,90.86,1.354,0,normal
2026-01-02 21:45:00,B2,42.93,15.95,21.75,22.07,31.23,57.71,50.8,90.41,1.328,0,normal
2026-01-02 22:00:00,A1,40.69,16.43,22.88,22.3,32.15,55.67,41.64,92.09,1.367,0,normal
2026-01-02 22:15:00,A2,42.47,15.88,23.0,22.84,32.8,56.41,45.08,85.38,1.369,0,normal
2026-01-02 22:30:00,B1,41.51,16.03,22.05,21.7,30.89,53.3,43.03,87.15,1.336,0,normal
2026-01-02 22:45:00,B2,39.91,15.6,23.04,22.86,32.27,56.53,48.25,92.87,1.339,0,normal
2026-01-02 23:00:00,A1,37.84,14.81,21.27,21.42,30.83,57.81,41.7,90.79,1.358,0,normal
2026-01-02 23:15:00,A2,36.12,15.59,21.31,20.98,29.56,55.27,42.18,90.45,1.359,0,normal
2026-01-02 23:30:00,B1,38.64,15.48,22.23,22.85,31.72,60.02,43.99,88.3,1.311,0,normal
2026-01-02 23:45:00,B2,41.81,16.29,22.12,22.05,32.16,55.83,43.42,90.7,1.362,0,normal
2026-01-03 00:00:00,A1,40.28,15.22,21.64,21.83,30.91,58.34,44.8,91.22,1.348,0,normal
2026-01-03 00:15:00,A2,37.01,15.15,22.52,22.62,32.47,56.55,43.18,93.44,1.35,0,normal
2026-01-03 00:30:00,B1,40.71,16.39,22.34,23.02,32.02,57.25,45.13,91.11,1.357,0,normal
2026-01-03 00:45:00,B2,41.55,17.37,22.52,21.95,31.79,52.31,43.98,89.75,1.346,0,normal
2026-01-03 01:00:00,A1,38.88,14.82,21.93,21.77,31.09,56.82,41.46,91.48,1.359,0,normal
2026-01-03 01:15:00,A2,41.78,16.14,22.37,22.14,31.66,54.37,43.09,92.3,1.346,0,normal
2026-01-03 01:30:00,B1,41.98,16.37,21.75,22.55,32.89,54.1,45.24,92.02,1.366,0,normal
2026-01-03 01:45:00,B2,39.55,15.7,23.27,23.23,32.21,59.74,45.18,91.49,1.371,0,normal
2026-01-03 02:00:00,A1,43.62,16.81,21.58,21.88,31.8,55.36,46.65,90.75,1.344,0,normal
2026-01-03 02:15:00,A2,44.58,16.41,23.37,23.49,33.44,53.53,49.34,88.7,1.353,0,normal
2026-01-03 02:30:00,B1,46.31,17.0,22.17,22.4,33.55,54.83,43.72,87.95,1.366,0,normal
2026-01-03 02:45:00,B2,46.7,16.66,21.38,22.48,31.89,52.62,45.31,87.79,1.384,0,normal
2026-01-03 03:00:00,A1,41.32,16.79,23.09,22.25,31.56,58.48,43.24,90.91,1.35,0,normal
2026-01-03 03:15:00,A2,42.82,16.1,22.41,22.48,32.45,53.63,41.72,91.07,1.353,0,normal
2026-01-03 03:30:00,B1,46.73,16.93,22.92,22.92,32.67,56.13,46.56,91.56,1.373,0,normal
2026-01-03 03:45:00,B2,47.12,17.61,23.23,22.98,32.66,57.74,47.17,90.49,1.38,0,normal
2026-01-03 04:00:00,A1,47.49,16.73,22.79,23.08,33.34,53.44,43.24,91.42,1.377,0,normal
2026-01-03 04:15:00,A2,55.84,18.51,22.33,22.92,33.11,55.47,46.51,88.39,1.382,0,normal
2026-01-03 04:30:00,B1,48.28,16.57,23.37,22.91,32.46,51.78,44.62,90.69,1.368,0,normal
2026-01-03 04:45:00,B2,49.92,17.1,22.89,23.29,33.57,59.16,42.96,87.41,1.379,0,normal
2026-01-03 05:00:00,A1,49.74,17.8,23.41,23.79,33.93,55.56,46.52,89.01,1.327,0,normal
2026-01-03 05:15:00,A2,49.24,16.91,21.82,22.68,32.52,52.79,43.19,86.23,1.396,0,normal
2026-01-03 05:30:00,B1,47.12,16.97,23.5,23.37,33.09,51.21,46.08,89.47,1.368,0,normal
2026-01-03 05:45:00,B2,49.87,17.82,22.97,23.43,33.06,52.36,46.96,91.41,1.377,0,normal
2026-01-03 06:00:00,A1,46.35,16.95,24.47,23.81,33.92,51.55,46.73,89.42,1.405,0,normal
2026-01-03 06:15:00,A2,47.78,17.75,23.98,23.09,32.83,56.27,46.64,90.53,1.363,0,normal
2026-01-03 06:30:00,B1,47.31,17.39,23.88,23.08,32.64,48.96,48.93,89.8,1.408,0,normal
2026-01-03 06:45:00,B2,48.78,17.76,24.16,23.31,32.73,51.62,44.27,88.04,1.388,0,normal
2026-01-03 07:00:00,A1,54.26,18.91,23.4,24.26,34.63,50.96,46.25,88.25,1.39,0,normal
2026-01-03 07:15:00,A2,44.33,17.11,25.1,23.82,33.33,50.41,46.87,91.52,1.382,0,normal
2026-01-03 07:30:00,B1,50.58,18.7,25.46,24.31,33.53,50.11,46.85,89.86,1.373,0,normal
2026-01-03 07:45:00,B2,45.18,17.45,24.63,23.64,32.91,49.77,47.96,88.29,1.348,0,normal
2026-01-03 08:00:00,A1,48.06,17.37,25.47,23.54,33.35,51.63,47.29,86.37,1.363,0,normal
2026-01-03 08:15:00,A2,51.96,18.67,24.3,24.47,34.49,50.73,51.78,89.03,1.4,0,normal
2026-01-03 08:30:00,B1,49.68,17.84,24.29,23.82,33.7,50.01,46.4,87.89,1.365,0,normal
2026-01-03 08:45:00,B2,47.14,17.21,24.91,23.99,33.69,42.11,42.9,88.78,1.352,0,normal
2026-01-03 09:00:00,A1,48.24,17.73,25.26,23.32,32.64,49.16,46.68,86.28,1.379,0,normal
2026-01-03 09:15:00,A2,51.84,18.64,24.87,24.28,34.02,44.58,47.24,90.42,1.394,0,normal
2026-01-03 09:30:00,B1,48.74,17.93,25.54,23.94,34.36,49.38,47.66,88.6,1.383,0,normal
2026-01-03 09:45:00,B2,51.32,18.95,25.5,23.75,34.23,50.95,48.37,88.57,1.396,0,normal
2026-01-03 10:00:00,A1,51.25,18.53,24.82,23.61,33.91,45.43,45.63,87.13,1.401,0,normal
2026-01-03 10:15:00,A2,49.95,18.19,25.81,23.8,34.0,46.66,44.43,88.07,1.395,0,normal
2026-01-03 10:30:00,B1,57.06,18.66,26.1,24.33,35.05,45.71,48.27,87.87,1.398,0,normal
2026-01-03 10:45:00,B2,53.85,18.49,25.77,24.48,34.23,49.56,42.75,87.01,1.385,0,normal
2026-01-03 11:00:00,A1,47.91,17.73,26.42,24.22,34.13,46.88,46.67,88.29,1.396,0,normal
2026-01-03 11:15:00,A2,53.67,18.77,25.06,24.3,34.04,50.32,46.92,90.78,1.394,0,normal
2026-01-03 11:30:00,B1,52.1,18.62,26.13,25.08,34.75,47.29,49.92,85.09,1.378,0,normal
2026-01-03 11:45:00,B2,56.21,18.95,25.19,24.34,34.8,46.8,44.04,88.28,1.414,0,normal
2026-01-03 12:00:00,A1,52.74,18.38,25.26,23.42,33.93,46.32,47.01,86.94,1.393,0,normal
2026-01-03 12:15:00,A2,54.83,19.03,25.58,24.37,34.53,47.9,51.59,90.44,1.404,0,normal
